Entry,EC Numbers,CLEAN-contact Prediction,CLEAN-contact Prediction Maxsep,ActSeekN Prediction
WP_054597490,1.3.8.1,EC:1.3.8.1,EC:1.3.8.1,"[['G3KIM8 -- 1.3.1.95', 0.25581735854648263], ['P15651 -- 1.3.8.1', 0.22835682846852637], ['A3SI50 -- 1.3.99.41', 0.1835524776656406], ['J7TF92 -- 1.3.8.15', 0.16613666765967522], ['J7TF92 -- 1.3.8.15', 0.16613666765967522], ['A0A6J4LJ54 -- 1.3.99.12', 0.12303073816288505], ['Q0AVM4 -- 1.3.8.1', 0.13390658010753922], ['H6LGM6 -- 1.3.1.108', 0.14073576541027916], ['P48818 -- 1.3.8.8|1.3.8.9', 0.1380256596192327], ['A0A087R2F2 -- 1.3.3.6', 0.11995964264374558], ['P45954 -- 1.3.8.1|1.3.8.5', 0.11128786777776312], ['A0A0C3EJZ9 -- 1.3.8.7', 0.1002311786782085], ['Q47146 -- 1.3.8.7|1.3.8.8', 0.10044814919528504], ['A0A0K8QKN6 -- 1.3.8.7|1.3.8.8', 0.07985267033892846], ['Q06319 -- 1.3.8.1', 0.07963571337150016]]"
WP_054597491,2.3.1.9,EC:2.3.1.9,EC:2.3.1.9,"[['A0A1D8PH52 -- 2.3.1.9', 0.2135175280233041], ['B0XMC1 -- 2.3.1.9', 0.24287003570700164], ['Q0KBP1 -- 2.3.1.16|2.3.1.9', 0.20525982504532023], ['P73825 -- 2.3.1.9', 0.1952327982703239], ['A0A1J5QIK6 -- 2.3.1.223|2.3.1.174', 0.1431198129540502], ['Q8VPF1 -- 2.3.1.174', 0.17798912270550896], ['Q7A7L2 -- 2.3.1.9', 0.13635426928016725], ['P0C7L2 -- 2.3.1.223|2.3.1.174', 0.1866630269715267], ['Q8HXX4 -- 2.3.1.155|2.3.1.16', 0.18111174807612623], ['O46629 -- 2.3.1.155|2.3.1.16', 0.17833597088640588], ['A0A0E3VC75 -- 2.3.1.', 0.10870171851214322], ['I6XHI4 -- 2.3.1.16', 0.14502802202996284], ['P09110 -- 2.3.1.16|2.3.1.9|2.3.1.155', 0.13045601823605174], ['C8YNG6 -- 2.3.1.16', 0.11668176112594296], ['O32177 -- 2.3.1.16', 0.09909103076720088], ['P21775 -- 2.3.1.16|2.3.1.9|2.3.1.155', 0.10963851576526981], ['Q54240 -- 2.3.1.233', 0.06460333528252066]]"
WP_054598124,3.5.1.94,EC:3.5.1.94,EC:3.5.1.94,"[['P76038 -- 3.5.1.94', 0.25607400575015127], ['A4FKA9 -- 6.3.4.2', 0.18156261912456545], ['C4K2E0 -- 6.3.4.2', 0.18512275878319578], ['Q59321 -- 6.3.4.2', 0.18612206989517638], ['O87761 -- 6.3.4.2', 0.19111854644691104], ['Q2GCQ2 -- 6.3.4.2', 0.17562915310386115], ['Q0SMT3 -- 6.3.4.2', 0.1685091740176393], ['B7IH88 -- 6.3.4.2', 0.1744426400383436], ['G0HV10 -- 6.3.4.2', 0.1773780779133045], ['B2I2A7 -- 6.3.4.2', 0.16376252129349136], ['Q6PEI7 -- 3.5.1.|6.3.4.2', 0.16488657050129543], ['O28949 -- 6.3.5.2', 0.10961221906196572], ['Q5V632 -- 4.1.3.27', 0.10867526119626329], ['Q09580 -- 6.3.5.2', 0.11785640537232787], ['A3CWS5 -- 6.3.4.2', 0.13765533084860018], ['Q9M0A7 -- 3.4.19.16', 0.1449003482616844], ['A0AAV5PK25 -- 2.3.1.30', 0.11254751472222402], ['A0A120HUS7 -- 2.3.1.30', 0.11679478841897006], ['Q9M0A5 -- 3.4.19.16', 0.12934853846582192], ['G2SPK7 -- 2.3.1.30', 0.1104240121877368], ['Q44250 -- 3.5.1.123', 0.10830050965324957], ['P0CL64 -- 6.3.5.2', 0.13646851755204376], ['Q8XYN6 -- 6.3.5.3', 0.1104240121877368], ['A0A0R2KHC9 -- 2.3.1.30', 0.10617700711876236], ['A0A0R1PCC2 -- 2.3.1.30', 0.11148589776886621], ['A6VIG8 -- 6.3.5.3|3.5.1.2', 0.11254751472222402], ['A0A2Z4Y0Z6 -- 2.3.1.31', 0.10936239523437899], ['Q6HLE5 -- 4.3.2.10|3.5.1.2', 0.10723862407212016], ['Q8NS90 -- 4.3.3.6|3.5.1.2', 0.11273495370026537], ['Q73MV2 -- 6.3.5.3|3.5.1.2', 0.10405350458427512], ['Q54JC8 -- 6.3.5.3', 0.10723862407212016], ['Q5SUR0 -- 6.3.5.3', 0.12816172516926552], ['A1KP87 -- 6.3.5.2', 0.10193000204978789], ['A6VH31 -- 6.3.5.2', 0.08338024311635014], ['O15067 -- 6.3.5.3', 0.13490707912554264], ['J9VUY6 -- 6.3.5.2', 0.1161701340402015], ['Q3YT30 -- 6.3.5.2', 0.09874461393417128], ['A0A926EU99 -- 2.3.1.31', 0.09768272835304186], ['A0A4Q7ZMY3 -- 2.3.1.31', 0.09768272835304186], ['Q5UYV3 -- 4.3.2.10|3.5.1.2', 0.11154844063474781], ['Q7M9X0 -- 4.3.2.10|3.5.1.2', 0.09662111139968405], ['Q3IMR2 -- 6.3.5.3|3.5.1.2', 0.09555922581855464], ['Q6G336 -- 6.3.5.3|3.5.1.2', 0.09449760886519681], ['Q2YKB2 -- 2.3.1.31', 0.09131222074958018], ['D5T420 -- 2.3.1.31', 0.09662111139968405], ['A0B5C6 -- 6.3.5.3|3.5.1.2', 0.09980649951530068], ['Q8TXV8 -- 6.3.5.2', 0.08600333009947633], ['A0A078AHB4 -- 3.4.19.9', 0.08431696395754822], ['P07623 -- 2.3.1.46', 0.09993142723072766], ['B5F1J1 -- 2.3.1.46', 0.08706521568060574], ['Q9RHX0 -- 6.3.5.3|3.5.1.2', 0.08812683263396356], ['Q6B940 -- 6.3.5.5', 0.09374804257263489], ['Q46JZ5 -- 4.3.2.10|3.5.1.2', 0.09343572328406742], ['Q167J3 -- 6.3.5.3|3.5.1.2', 0.09343572328406742], ['A5N8M0 -- 2.3.1.31', 0.08494171314611852], ['P58789 -- 4.3.2.10|3.5.1.2', 0.08918871821509296], ['O29008 -- 6.3.5.3|3.5.1.2', 0.09131222074958018], ['Q55843 -- 6.3.5.3|3.5.1.2', 0.10205483495541313], ['A0A087BEV1 -- 2.3.1.31', 0.08812683263396356]]"
WP_057713727,1.1.1.48,"EC:1.1.1.119,EC:1.1.1.245,EC:1.1.1.56",EC:1.1.1.119,"[['Q5HKG6 -- 1.1.1.304', 0.1815839330238694], ['A0A165U5V5 -- 1.1.1.|1.1.1.1', 0.20484223211633923], ['Q5LA59 -- 1.1.1.|1.1.1.159', 0.23650727353579082], ['F6F3P8 -- 1.1.1.53', 0.1566440598536712], ['A0A3Q8GLE8 -- 5.5.1.35', 0.22042250147032927], ['A0A077MKN5 -- 1.3.1.28', 0.15154407784320587], ['Q8KWT4 -- 1.1.1.385', 0.17317720594096417], ['O00058 -- 1.1.1.138', 0.19817302487188457], ['Q5FPE5 -- 1.1.1.119', 0.20198407448280165], ['Q56632 -- 1.3.1.28', 0.18769276801651288], ['P19871 -- 1.1.1.51', 0.19531460808904663], ['Q6CEE9 -- 1.1.1.138', 0.2150983858032159], ['Q988B7 -- 1.1.1.107', 0.21403367852477462], ['Q1MLL4 -- 1.1.1.16', 0.21722808999755192], ['I6Y778 -- 1.1.1.212', 0.22866114736584417], ['A0A2S6Q5F2 -- 1.1.1.311', 0.21083897741454394], ['A0A0H5P660 -- 1.1.1.159', 0.1435297637773334], ['A0A246KQ95 -- 1.1.1.304|1.1.1.175', 0.18769276801651288], ['P0DXE1 -- 1.1.1.438', 0.1848343512336749], ['P0DOV5 -- 1.1.1.390', 0.1848343512336749], ['A0QYC2 -- 1.1.1.403', 0.20960605175202382], ['C0KTJ6 -- 1.1.1.406', 0.2196939718107452], ['Q9F7E0 -- 1.1.1.245', 0.18007066879467876], ['P08088 -- 1.3.1.19', 0.16561126589692313], ['A0A6H0ZPB0 -- 1.1.1.276', 0.15216050256427469], ['P0AEK2 -- 1.1.1.100', 0.21072679625564628], ['G0RH19 -- 1.1.1.10', 0.2033851575530946], ['A7LB59 -- 1.1.1.|1.1.1.146', 0.1884772281927426], ['O52384 -- 1.3.1.29', 0.17340146155022407], ['Q9M2E2 -- 1.1.1.|1.1.1.208', 0.1852828167199653], ['Q04520 -- 1.1.1.304', 0.16387383752293147], ['Q93UV4 -- 1.1.1.256', 0.1762596191837617], ['O70351 -- 1.1.1.159|1.1.1.35|1.1.1.178|1.1.1.62|1.1.1.53|1.1.1.239', 0.20512246397447434], ['Q5LA59 -- 1.1.1.|1.1.1.159', 0.20400171947085188], ['Q0WRJ2 -- 1.1.1.102', 0.1995181316933024], ['P0DXE0 -- 1.1.1.226', 0.20175992558207717], ['Q8NK50 -- 1.1.1.138', 0.1884772281927426], ['Q8YIN7 -- 1.1.1.159', 0.12895810350029757], ['Q9KWN1 -- 1.1.1.276', 0.1810234083312933], ['Q3U0B3 -- 1.1.1.270|1.1.1.62', 0.18382557447187925], ['P87017 -- 1.1.1.352', 0.19167170064182593], ['A0A140FAN3 -- 1.1.1.62|1.1.1.146', 0.17143988427550794], ['P40580 -- 1.1.1.320', 0.17782899685851597], ['Q21929 -- 1.1.1.10', 0.1883091622494287], ['O18404 -- 1.1.1.51|1.1.1.35|1.1.1.62|1.1.1.|1.1.1.53', 0.18718841774580627], ['A0A1K0I8E6 -- 1.1.1.127', 0.12167247153477409], ['A0A1V6CJM9 -- 1.1.1.311', 0.17569929266417994], ['Q8LKV5 -- 1.1.1.146|1.1.1.62', 0.18270482996825682], ['Q9Y7P2 -- 1.1.1.102', 0.1495825310566427], ['A7IQH5 -- 1.1.1.269', 0.1883091622494287], ['D4D446 -- 1.1.1.332', 0.1495825310566427], ['Q9P7B4 -- 1.1.1.381', 0.15529910547301828], ['P87219 -- 1.1.1.289', 0.16931018008117196], ['P87219 -- 1.1.1.289', 0.16931018008117196], ['Q7RZR2 -- 1.1.1.102', 0.136243857418433], ['P50166 -- 1.1.1.250', 0.15434621349563885], ['O77769 -- 1.1.1.300', 0.15434621349563885], ['A0A0A8BB67 -- 1.1.1.391', 0.1336659316430305], ['A0A087D157 -- 1.1.1.105', 0.12441864618240839], ['C8WMP0 -- 1.1.1.|1.1.1.52', 0.15866165910949195], ['Q6YN16 -- 1...', 0.1759794483019326], ['P15428 -- 1.1.1.|1.1.1.141|1.1.1.232', 0.1759794483019326], ['A0A379M2V6 -- 1.3.1.28', 0.11511512532361078], ['Q8NBQ5 -- 1.1.1.62', 0.17373765441315786], ['P0AET8 -- 1.1.1.159', 0.16925406663560838], ['P26149 -- 5.3.3.1|1.1.1.145', 0.1650507716925], ['P38342 -- 1.1.1.102', 0.16364973435443647], ['E0VSJ3 -- 1.1.1.105', 0.10855797728544186], ['Q8X505 -- 1.1.1.298|1.1.1.381', 0.13719674939581245], ['A0A5S9MYN9 -- 1.1.1.392', 0.11220079326820363], ['Q59RQ2 -- 1.1.1.102', 0.1614079404656617], ['D3J0Z1 -- 1.1.1.332', 0.15546724763671463], ['Q60V51 -- 1.1.1.330', 0.15759695183105063], ['Q6F7B8 -- 1.2.1.n2', 0.13529122459035395], ['C1DMX5 -- 1.1.1.378', 0.16925406663560838], ['P0C0Y5 -- 1.1.1.138', 0.16813332213198595], ['P39640 -- 1.1.1.385', 0.15120783924804265], ['G5DGA8 -- 1.1.1.386', 0.139102274201271], ['A0A072VDF2 -- 1.2.1.44|1.2.1.', 0.16028689108050942], ['Q9WXG7 -- 1.3.1.49', 0.15014284233214797], ['P50842 -- 1.1.1.127', 0.13338569978489542], ['A0A8C5KW34 -- 1.1.1.62|1.1.1.300', 0.13243280780751596], ['A0A173KS42 -- 1.1.1.76', 0.14481872666503462], ['Q8N5I4 -- 1.1.1.441', 0.15580330330295997], ['P51110 -- 1.1.1.219|1.1.1.234', 0.1314801749794369], ['Q5P5I4 -- 1.1.1.311', 0.15468255879933754], ['Q9KWN1 -- 1.1.1.276', 0.14481872666503462], ['Q70FD1 -- 1.1.1.15|1.1.1.250', 0.15333754344237863], ['P51658 -- 1.1.1.239|1.1.1.62', 0.13842961408202664], ['P39831 -- 1.1.1.298|1.1.1.381', 0.14347358935546384], ['Q988B7 -- 1.1.1.107', 0.14055931827636262], ['P50162 -- 1.1.1.206', 0.1416243151922573], ['A0A7W9T6A5 -- 5.1.3.25', 0.09835801326451121], ['Q8AVY8 -- 1.1.1.330|1.1.1.62', 0.1373649068035853], ['Q82IY9 -- 1.1.1.340', 0.13842961408202664], ['Q9VXJ0 -- 4.2.1.119', 0.14347358935546384], ['Q6P3L6 -- 1.1.1.330|1.1.1.62', 0.1352352026092493], ['P55006 -- 1.1.1.105', 0.12195255095214426], ['Q1R183 -- 1.1.1.313', 0.1373649068035853], ['A0A552J6X9 -- 1.1.1.159', 0.09544368120910404], ['A7GKX7 -- 4.1.1.128', 0.13629990988769064], ['O88736 -- 1.1.1.210|1.1.1.270|1.1.1.62', 0.13899000157791436], ['P0AFS3 -- 1.5.1.50|1.5.1.3', 0.13450641380036488], ['B7PHR6 -- 1.1.1.105', 0.07650052284895753], ['O14756 -- 1.1.1.105|1.1.1.62|1.1.1.209|1.1.1.53|1.1.1.239', 0.13338566929674242], ['B2GV72 -- 1.1.1.184|1.6.5.10', 0.13002313090434522], ['Q9HK58 -- 1.1.1.377', 0.1373649068035853], ['P9WQP7 -- 5.3.3.1|1.1.1.145', 0.13562746318551716], ['N4WW42 -- 1.1.1.1', 0.09908651243594228], ['Q9JRN7 -- 1.1.1.135', 0.10099203724140082], ['A0A8F5SIS3 -- 1.1.1.198', 0.09622835480240467], ['O08756 -- 1.1.1.159|1.1.1.35|1.1.1.178|1.1.1.62|1.1.1.53|1.1.1.239', 0.12890208151919297], ['Q9ZNN8 -- 1.1.1.76|1.1.1.304', 0.10872624140175015], ['Q9QYF1 -- 1.1.1.300', 0.12553954312679577], ['Q9A9Z0 -- 1.1.1.175', 0.10194467006947991], ['P38286 -- 1.1.1.330', 0.12217669985286875], ['D2WKD9 -- 1.1.1.216', 0.12352197435912796], ['P37058 -- 1.1.1.64|1.1.1.62', 0.11769311207531928], ['A0A2S6TBZ7 -- 5.1.3.26', 0.11500315758178396], ['Q58NB6 -- 1.1.1.53|1.1.1.105|1.1.1.209', 0.11096803529052489], ['C1DMX5 -- 1.1.1.378', 0.11657236757169681], ['O02691 -- 1.1.1.159|1.1.1.35|1.1.1.178|1.1.1.62|1.1.1.53|1.1.1.239', 0.12666028763041823], ['O75452 -- 1.1.1.53|1.1.1.105|1.1.1.315|1.1.1.209', 0.10872624140175015], ['Q9BUT1 -- 1.1.1.104|1.1.1.|1.1.1.30', 0.11208877979414734], ['Q59745 -- 5.1.3.2', 0.09527546282502523], ['P0DMP5 -- 1.1.1.194', 0.09813362045856286], ['Q62878 -- 1.1.1.145|5.3.3.1', 0.12329774923802102], ['A0A3R9GPS7 -- 1.1.1.340', 0.10754933772033463], ['E3TDR7 -- 1.1.1.159|1.1.1.178|1.1.1.35|1.1.1.62|1.1.1.53|1.1.1.239', 0.09751727195787648], ['Q9M2E2 -- 1.1.1.|1.1.1.208', 0.08944699688720531], ['Q0U3N7 -- 1.1.1.330', 0.08384231399227408], ['A0A6N3CIY2 -- 1.2.1.62', 0.05974341078985795], ['P9WGT3 -- 1.1.1.36|1.1.1.100', 0.08518755801038033], ['A0A2S6U0I4 -- 1.1.1.325', 0.08625229577697464], ['Q64105 -- 1.1.1.153', 0.08855009640277753]]"
WP_057714593,4.3.1.9,"EC:4.3.1.27,EC:4.1.2.42",EC:4.3.1.27,
WP_057714718,1.3.8.1,"EC:1.3.8.1,EC:1.3.8.11",EC:1.3.8.1,"[['A0A6I1ZDT1 -- 1.3.8.12', 0.21209227470956712], ['J7TF92 -- 1.3.8.15', 0.2094951939688298], ['J7TF92 -- 1.3.8.15', 0.2094951939688298], ['Q0AVM4 -- 1.3.8.1', 0.1711771415432823], ['A3SI50 -- 1.3.99.41', 0.19774019580949095], ['P48818 -- 1.3.8.8|1.3.8.9', 0.17313662200916996], ['A0A0K8QKN6 -- 1.3.8.7|1.3.8.8', 0.14484242488713475], ['Q3IE94 -- 1.3.99.2', 0.08647709811289306], ['C3UVB0 -- 1.3.99.32', 0.13213043300419214], ['A0A679J9U1 -- 1.3.8.12', 0.08173856483154775], ['A0A087R2F2 -- 1.3.3.6', 0.10205932080231887]]"
WP_057715016,4.2.1.43,EC:4.2.1.141,EC:4.2.1.141,
WP_057715924,2.6.1.57,"EC:2.6.1.57,EC:2.6.1.107",EC:2.6.1.57,"[['P43336 -- 2.6.1.57', 0.19484939688953884], ['P04693 -- 2.6.1.57|2.6.1.107', 0.20960247628367643], ['A5A6K8 -- 2.6.1.3|2.6.1.1', 0.1930883021935343], ['P05201 -- 2.6.1.3|2.6.1.1', 0.20325084441424662], ['P46248 -- 2.6.1.1', 0.19920898021900385], ['P95468 -- 2.6.1.57', 0.18705425191757596], ['Q56114 -- 2.6.1.1', 0.16834598192462377], ['P95468 -- 2.6.1.57', 0.18376305075471477], ['A0A380MV70 -- 2.6.1.57', 0.14594208365297232], ['Q02636 -- 2.6.1.5', 0.16098379231254945], ['P08907 -- 2.6.1.7|2.6.1.1', 0.15590267020467324], ['O42652 -- 2.6.1.1', 0.14701039704920074], ['A0A0C1E1D0 -- 2.6.1.5', 0.12417362364976531], ['O85746 -- 2.6.1.57|2.6.1.5|2.6.1.1', 0.12068008858082818], ['O07587 -- 2.6.1.1', 0.08358110726493685], ['Q16773 -- 2.6.1.64|2.6.1.7|4.4.1.13', 0.10162542220712331], ['A0A1F2PIX9 -- 2.6.1.57', 0.07535290377752234], ['O84395 -- 2.6.1.83', 0.10220286412567008], ['Q8DTM1 -- 2.6.1.14', 0.08245519867933371], ['Q5F4K8 -- 2.6.1.1', 0.09051010082080882], ['Q82DR2 -- 2.6.1.1', 0.08098272178703947], ['Q5E9N4 -- 2.6.1.4|2.6.1.63|2.6.1.7|2.6.1.39|2.6.1.73', 0.08545773619156768], ['Q72LL6 -- 2.6.1.39', 0.09065448422390397], ['Q59228 -- 2.6.1.1', 0.07460237828589152], ['Q8DTM1 -- 2.6.1.14', 0.07263907576283253], ['O93744 -- 2.6.1.1', 0.07018514245840568], ['Q8KDS8 -- 2.6.1.78|2.6.1.1', 0.07899057009151159], ['O86459 -- 2.6.1.79|2.6.1.1', 0.07067577323977353], ['Q9LR29 -- 2.6.1.27|2.6.1.99', 0.08026098815923138], ['P58350 -- 2.6.1.39|2.6.1.1', 0.07734507839650867], ['C6C2Z3 -- 2.6.1.1', 0.07116659887053828], ['Q94A02 -- 2.6.1.27|2.6.1.99', 0.07621912396398862], ['Q53IZ1 -- 4.1.1.12|2.6.1.1', 0.07795122048504434], ['A0A645BFF7 -- 5.1.1.21', 0.052920316797611194], ['P58350 -- 2.6.1.39|2.6.1.1', 0.07734507839650867], ['O67781 -- 2.6.1.78|2.6.1.1', 0.06969431682764092], ['Q82WA8 -- 2.6.1.79|2.6.1.1', 0.07734507839650867], ['Q8KDS8 -- 2.6.1.78|2.6.1.1', 0.07405365946079212], ['Q5VQG8 -- 2.6.1.27', 0.0785286624035911], ['Q55128 -- 2.6.1.1', 0.06331377847709609], ['Q01K11 -- 2.6.1.96', 0.06380460410786085], ['A0A1L9NUT2 -- 2.6.1.105', 0.047665744341315625], ['A0A345DCB1 -- 2.6.1.105', 0.045038532614407836], ['A0A132BX51 -- 2.6.1.105', 0.04653988160262942], ['A7XRY8 -- 2.6.1.28', 0.0559517264057725], ['Q8N5Z0 -- 2.6.1.4|2.6.1.63|2.6.1.7|2.6.1.39|2.6.1.73', 0.06813516633891853], ['Q9WVM8 -- 2.6.1.4|2.6.1.63|2.6.1.7|2.6.1.39|2.6.1.73', 0.06293841830658223]]"
WP_060738105,4.3.1.9,"EC:4.3.1.27,EC:4.1.2.42",EC:4.3.1.27,
WP_060738180,3.2.2.3,EC:3.2.2.3,EC:3.2.2.3,"[['P33022 -- 3.2.2.8', 0.21096373845355595], ['Q27546 -- 3.2.2.2|3.2.2.3', 0.21016462717243176], ['Q27546 -- 3.2.2.2|3.2.2.3', 0.20696818204793502], ['P83851 -- 3.2.2.2|3.2.2.3', 0.1957806241121963], ['A0RKS2 -- 3.2.2.1', 0.17612282821388095], ['A0A1Q8KV09 -- 3.2.2.1', 0.17080873819440504], ['C5CJ35 -- 3.2.2.3', 0.1194662483229834], ['Q9SJM7 -- 3.2.2.|3.2.2.7|3.2.2.3|3.2.2.2', 0.18139689434583264], ['Q9SJM7 -- 3.2.2.|3.2.2.7|3.2.2.3|3.2.2.2', 0.17979867178358427], ['A0A422NRI5 -- 3.2.2.1', 0.1028447336756002], ['Q04179 -- 3.2.2.3', 0.15822266719323108], ['Q57X73 -- 3.2.2.1', 0.1310930441694686], ['A0A0W0ST76 -- 3.2.2.1', 0.1007670443446773], ['A0A1D7ZWK2 -- 3.2.2.3', 0.09609242099111744], ['A0A0C1PZP7 -- 3.2.2.1', 0.09037877533107946], ['A0A0A2CNW7 -- 3.2.2.1', 0.09337537431182723], ['Q8LAC4 -- 3.2.2.|3.2.2.3|3.2.2.2', 0.09029875488541833], ['Q6ZJ05 -- 3.2.2.3', 0.07471620788573889]]"
WP_060739768,2.6.1.39,EC:2.6.1.48,EC:2.6.1.48,"[['Q88RB9 -- 2.6.1.48', 0.2201462911524122], ['P22256 -- 2.6.1.19|2.6.1.48', 0.23284173627717297], ['A0A128FG77 -- 2.6.1.48', 0.1688102882526669], ['A0A399FC08 -- 2.6.1.48', 0.16964188691916857], ['A0A1B9EZK9 -- 2.6.1.48', 0.20855979739857936], ['P22256 -- 2.6.1.19|2.6.1.48', 0.22009102795161098], ['A0A6V8LWJ5 -- 2.6.1.48', 0.16215767563095235], ['P40829 -- 2.6.1.19|2.6.1.22', 0.18330745980406174], ['A0A5K1I6D5 -- 2.6.1.48', 0.1625734749642032], ['H3ZR39 -- 5.1.1.2|5.1.1.', 0.19802643812260337], ['A0A5C6EGW5 -- 2.6.1.48', 0.13621249229660903], ['O58478 -- 5.1.1.1|5.1.1.', 0.20512248756831267], ['A0A0D8FYL7 -- 2.6.1.19|2.6.1.22', 0.17058440074993023], ['A0A6A7SGB0 -- 2.6.1.48', 0.1286450975803695], ['Q94AL9 -- 2.6.1.44', 0.16822820452817547], ['Q0TD34 -- 2.6.1.82|2.6.1.29', 0.1743265476264414], ['A0A7J3NP14 -- 2.6.1.11', 0.17801307788155357], ['O04866 -- 2.6.1.11', 0.15550514547404398], ['B4T688 -- 2.6.1.82|2.6.1.29', 0.1743265476264414], ['O50131 -- 2.6.1.13', 0.1840557925777339], ['A0A1B8NZM0 -- 2.6.1.48', 0.11855534005800057], ['P73133 -- 2.6.1.11', 0.1751856424154479], ['H3ZR39 -- 5.1.1.2|5.1.1.', 0.16853307691647973], ['Q7W7H6 -- 2.6.1.11', 0.14985027454183258], ['Q7VTJ7 -- 2.6.1.11', 0.15032151378618355], ['D6R3B6 -- 2.6.1.119', 0.16115979257321011], ['Q01K11 -- 2.6.1.96', 0.147023039347399], ['Q5SHH5 -- 2.6.1.118', 0.1574730384850527], ['A0A644WIN2 -- 2.6.1.113', 0.10738435112025377], ['A0A6J5D5F8 -- 2.6.1.76', 0.11642098594545239], ['Q01767 -- 2.6.1.36', 0.14167311148761136], ['Q9FNK4 -- 2.6.1.13', 0.14469463376531383], ['A0A087RX27 -- 2.6.1.62', 0.12723139162800323], ['A0A6J5DIN0 -- 2.6.1.113', 0.09513243706498047], ['A0A5C0WEU9 -- 2.6.1.113', 0.09261007425885108], ['A0A518GS93 -- 2.6.1.48', 0.09477223079175545], ['Q5JEW1 -- 2.6.1.13|2.6.1.36', 0.14524903287631494], ['A0A081RNB7 -- 2.6.1.124|2.6.1.118', 0.13219311052253752], ['Q7M181 -- 5.1.1.15', 0.12323978871291473], ['O13837 -- 2.6.1.19', 0.12745322195652323], ['P9WQ77 -- 2.6.1.36', 0.1280628960490122], ['B7GHM5 -- 2.6.1.62', 0.08906201419393668], ['Q728P4 -- 2.6.1.62', 0.08670581797218194], ['Q89AK4 -- 2.6.1.62', 0.07398275891805044], ['P50277 -- 2.6.1.62', 0.08321329206386037], ['A0A645BFF7 -- 5.1.1.21', 0.043962777459908675]]"
WP_060739786,2.8.3.13,"EC:2.8.3.13,EC:2.8.3.26,EC:2.8.3.19,EC:5.1.99.4",EC:2.8.3.13,"[['Q6FBN5 -- 5.1.99.4', 0.21290492910032144], ['G0HQ31 -- 2.8.3.26', 0.27178035483758567], ['A9WC39 -- 2.8.3.22', 0.16169988622317327], ['Q68FU4 -- 2.8.3.|2.8.3.13', 0.16651978839765905], ['Q1KLK0 -- 2.8.3.22', 0.1870950414412607], ['Q5V468 -- 2.8.3.26', 0.12282992460160017]]"
